,model,scenario,startyr,endyr,Tavg,Tavg_ice,p,ice_sample,risk_averse,Steric,WAIS,EAIS,PEN,GIC,GrIS,AIS,GMSL
1749,HadGEM3-GC31-LL,SSP245,2051,2100,2.6542920509074293,2.5798485542338887,1,292,False,0.0032025743715790624,0.0007790270408163264,0.00034166547619047627,0.00012941615646258503,0.0017137906462585029,0.001921004421768706,0.0012501086734693879,0.008087478113075659
1750,CanESM5,SSP585,2016,2050,1.4515799861735732,1.3109962685196033,2,292,False,0.003039588591947357,7.945171568627455e-05,8.771299019607846e-05,5.212426470588235e-05,0.0025271502450980397,0.0006880443627450982,0.00021928897058823534,0.006474072170378729
1751,HadGEM3-GC31-MM,SSP585,2051,2100,4.182192728350587,4.548440554233888,1,292,False,0.005042000787908361,0.0003045270408163262,0.0006609275510204078,0.00025030408163265297,0.0029803287414965967,0.0030661596938775498,0.001215758673469387,0.012304247896751896
1752,FGOALS-f3-L,SSP126,2016,2050,0.6693756528384256,0.4723991256624605,1,293,False,0.0018077648035300941,6.0132107843137265e-05,0.00013894607843137254,3.728799019607843e-05,0.0009905772058823533,0.00021549509803921573,0.00023636617647058823,0.0032502032839222513
1753,INM-CM5-0,SSP126,2051,2100,0.726943907834027,0.6245965542338889,1,293,False,0.0008785316617412143,0.00015563588435374155,0.0005039108843537413,0.0003772394557823129,0.0011450649659863936,0.00021978214285714275,0.0010367862244897957,0.003280164995074547
1754,MPI-ESM1-2-HR,SSP245,2016,2050,0.607796501402504,0.4954305542338888,1,293,False,0.0018811891954819671,5.85294117647059e-05,8.811519607843137e-05,3.1982598039215696e-05,0.0008982627450980394,0.00023514754901960786,0.00017862720588235296,0.003193226695481967
1755,NorESM2-LM,SSP245,2051,2100,1.3226935749589568,0.9713665542338888,1,293,False,0.0033550594503882905,-0.00014332534013605433,0.0008233399659863943,0.00021145629251700677,0.0014400522108843526,0.000405167176870748,0.0008914709183673467,0.006091749756510737
1756,NorESM2-LM,SSP585,2016,2050,0.6638960521598847,0.5870391256624604,1,293,False,0.0025428645942018415,-2.981617647058804e-06,4.088676470588238e-05,2.415686274509804e-05,0.0012235188725490196,0.00035941250000000004,6.206200980392161e-05,0.004187857976554784
1757,FGOALS-g3,SSP585,2051,2100,2.192942474264328,1.6680905542338889,1,293,False,0.003912310132079079,0.00030200629251700683,0.00026111258503401345,0.00020993503401360526,0.0016762484693877535,0.00040219676870748217,0.0007730539115646255,0.0067638092817389394
1758,FGOALS-f3-L,SSP126,2016,2050,0.6693756528384256,0.5563505542338888,1,294,False,0.0017652540707295181,0.00015762132352941183,1.5987254901960794e-05,4.765147058823529e-05,0.0009343568627450985,0.0014826321078431374,0.00022126004901960793,0.004403503090337362
1759,MPI-ESM1-2-HR,SSP126,2051,2100,0.6843871888242461,0.7178725542338888,1,294,False,0.0009286678638983868,0.0006684088435374147,-6.317823129251706e-05,9.144574829931967e-05,0.0010701506802721086,0.003370429251700679,0.0006966763605442173,0.006065924156415392
1760,CAMS-CSM1-0,SSP245,2016,2050,0.4739189933911518,0.615873411376746,1,294,False,0.0010032895476119552,9.362598039215686e-05,-0.00010277401960784317,9.70220588235296e-06,0.0012315563725490196,0.001460415931372549,5.541666666666502e-07,0.0036958160182001903
1761,MIROC6,SSP245,2051,2100,1.3559386365224482,1.2913685542338889,1,294,False,0.0025711875627721075,0.0006779809523809521,-0.00019020119047619035,8.473843537414963e-05,0.0011456625850340125,0.002984237244897957,0.0005725181972789114,0.0072736055899829885
1762,NESM3,SSP585,2016,2050,1.2097694071913452,0.7574905542338889,1,294,False,0.0033075659820589933,0.0002163884803921569,-5.6626225490196105e-05,5.012303921568628e-05,0.0015994365196078436,0.0016032284313725494,0.00020988529411764708,0.0067201162271570344
1763,FGOALS-g3,SSP585,2051,2100,2.192942474264328,2.3878825542338893,1,294,False,0.0028079203891138117,0.0012454566326530608,0.00018037738095238103,0.00017024506802721084,0.0018810508503401345,0.004849322789115644,0.0015960790816326527,0.011134373110202243
1764,ACCESS-ESM1-5,SSP126,2016,2050,0.8320337002592169,0.7596562685196032,1,295,False,0.0023463279186102613,2.3114460784313706e-05,-9.897867647058826e-05,-2.6400980392156866e-05,0.0014334889705882356,0.0005530585784313726,-0.00010226519607843142,0.0042306102715514386
1765,ACCESS-ESM1-5,SSP126,2051,2100,1.3087303572483695,1.1886105542338892,1,295,False,0.001935523498048767,0.000245298469387755,-0.00019504812925170048,-2.342925170068025e-05,0.0008580124149659849,0.0003055100340136052,2.6821088435374247e-05,0.0031258670354637305
1766,INM-CM5-0,SSP245,2016,2050,0.6037526103974642,0.7649191256624602,1,295,False,0.001010428105200933,4.144607843137131e-07,1.123995098039215e-05,-2.2268627450980388e-05,0.0014572281862745098,0.0006061193627450982,-1.0614215686274525e-05,0.0030631614385342666
1767,GFDL-CM4,SSP245,2051,2100,1.8816062129430409,1.7796925542338888,1,295,False,0.00257209484362858,0.00022569047619047628,-0.0002739397959183672,-0.00016660068027210876,0.0016359200680272096,0.0016053756802721073,-0.00021484999999999967,0.005598540591927898
1768,INM-CM5-0,SSP585,2016,2050,0.7800737695783369,0.9396476970910318,1,295,False,0.0014348259819157293,-0.00014803946078431374,3.182843137254897e-06,-2.528039215686274e-05,0.0018382068627450985,0.0007096080882352942,-0.00017013700980392156,0.0038125039230922
1769,MRI-ESM2-0,SSP585,2051,2100,2.9054030154318866,3.0510705542338896,1,295,False,0.005002995465077624,0.00033224591836734685,0.00011179013605442182,-5.95986394557823e-05,0.002229460204081632,0.0021416352040816307,0.0003844374149659864,0.009758528288206874
1770,MPI-ESM1-2-HR,SSP126,2016,2050,0.4877387425366066,0.5705905542338888,1,296,False,0.0012131726965422735,-2.749950980392154e-05,2.8857598039215668e-05,4.599460784313726e-05,0.0008881553921568627,0.00037947696078431377,4.735269607843139e-05,0.002528157745561881
1771,FGOALS-f3-L,SSP126,2051,2100,0.9150046309954404,0.843526554233889,1,296,False,0.0009711945687721203,-0.0002529887755102041,-9.3400850340136e-05,0.0001622018707482993,0.0009648627551020408,-4.74066326530614e-05,-0.00018418775510204078,0.001704462936119059
1772,MRI-ESM2-0,SSP245,2016,2050,0.8586529664375462,0.6746534113767461,1,296,False,0.002781987922497156,-8.570833333333341e-06,3.592401960784313e-05,3.9479656862745104e-05,0.0014075936274509804,0.00044010735294117647,6.683284313725489e-05,0.004696521746026568
1773,MIROC6,SSP245,2051,2100,1.3559386365224482,1.4992905542338888,1,296,False,0.002212995891628592,-8.312704081632656e-05,5.0232142857142825e-05,0.00026569761904761906,0.0014506408163265296,0.000458792346938775,0.00023280272108843533,0.0043552317759823315
1774,CAMS-CSM1-0,SSP585,2016,2050,0.5451906525502181,0.8173362685196033,1,296,False,0.0010082462589688281,-3.1979656862745105e-05,-6.814362745098037e-05,3.350882352941178e-05,0.001576012990196079,0.0005136774509803923,-6.66144607843137e-05,0.0030313222393609854
1775,MPI-ESM1-2-LR,SSP585,2051,2100,2.3539196673816227,2.6330925542338894,1,296,False,0.0032317142333682662,0.0002457697278911564,-0.00042347687074829914,0.00024275170068027203,0.0021926726190476167,0.0019067278911564613,6.504455782312926e-05,0.007396159301395473
1776,GFDL-ESM4,SSP126,2016,2050,0.6077209889131154,0.5738848399481746,1,297,False,0.001555209621497384,7.187573529411769e-05,7.837745098039218e-05,-2.6681862745098033e-05,0.0008999039215686276,0.0004729970588235294,0.0001235713235294118,0.0030516819254189525
1777,FIO-ESM-2-0,SSP126,2051,2100,1.0482047733976667,1.028434554233889,1,297,False,0.0009429477663612052,0.0003817083333333332,0.00014900544217687068,-9.407040816326523e-05,0.001326338605442176,0.0005158459183673461,0.0004366433673469386,0.003221775657517666
1778,BCC-CSM2-MR,SSP245,2016,2050,0.7684900045579184,0.6309419828053175,1,297,False,0.001713187161686215,2.536421568627452e-05,-8.624803921568629e-05,-8.1e-06,0.0012541595588235295,0.0006169813725490197,-6.898382352941176e-05,0.003515344269529352
1779,BCC-CSM2-MR,SSP245,2051,2100,1.6169029031977402,1.5338485542338889,1,297,False,0.0018863321470749548,5.475867346938768e-05,-3.5595408163265306e-05,-8.636972789115645e-05,0.0016350923469387738,0.00036981819727891163,-6.720646258503407e-05,0.003824036228707606
1780,MPI-ESM1-2-HR,SSP585,2016,2050,0.7005728964523428,0.7345448399481747,1,297,False,0.0017184537450574803,9.169044117647061e-05,-7.459779411764705e-05,-2.547328431372549e-05,0.0016150296568627452,0.0005014955882352942,-8.380637254901931e-06,0.0038265983529006176
1781,MPI-ESM1-2-HR,SSP585,2051,2100,2.3403294780634383,2.4949825542338893,1,297,False,0.0033321487478357396,-0.000576170238095238,-0.00045677448979591814,3.648384353741498e-05,0.00232387619047619,0.002233020578231291,-0.000996460884353741,0.006892584632189479
1782,EC-Earth3-Veg,SSP126,2016,2050,0.6677028643705967,0.6416905542338891,1,298,False,0.00156971908867552,9.273725490196082e-05,4.597892156862746e-05,3.848161764705884e-05,0.0011105806372549024,0.0008850242647058824,0.0001771977941176471,0.003742521784753952
1783,FGOALS-f3-L,SSP126,2051,2100,0.9150046309954404,0.828348554233889,1,298,False,0.001005068364712054,-0.0001147945578231292,2.0523129251700658e-05,0.0002396639455782312,0.0003062362244897955,0.0024060918367346928,0.00014539251700680265,0.0038627889429433447
1784,CAMS-CSM1-0,SSP245,2016,2050,0.4739189933911518,0.714653411376746,1,298,False,0.0008715277862955577,1.6507107843137276e-05,7.1362745098039126e-06,2.8286519607843128e-05,0.0014231674019607847,0.001022060294117647,5.192990196078432e-05,0.003368685384334774
1785,INM-CM4-8,SSP245,2051,2100,1.2632771756069587,1.534968554233889,1,298,False,0.0010162680017446394,-8.63809523809526e-05,-0.0005272858843537413,0.00014636190476190468,0.0011318290816326516,0.0016782260204081618,-0.00046730493197278924,0.003359018171812663
1786,ACCESS-ESM1-5,SSP585,2016,2050,1.0173077338419223,0.887673411376746,1,298,False,0.0029583451810786636,-0.00010410269607843141,-6.972352941176472e-05,4.796862745098038e-05,0.0019181904411764712,0.0011469311274509804,-0.00012585759803921578,0.0058976091516669
1787,NorESM2-MM,SSP585,2051,2100,2.519874870292085,2.8706865542338886,1,298,False,0.003851445128615534,0.0006317551020408162,-0.0002278755102040815,0.00017830986394557822,0.0022360018707482977,0.0029828801020408157,0.0005821894557823129,0.009652516557186961
1788,CIESM,SSP126,2016,2050,0.7051762833223165,0.5638676970910318,1,299,False,0.0023553728407673525,-7.588455882352945e-05,0.00011715245098039214,2.3256372549019628e-05,0.0011395178921568632,0.0005240549019607842,6.452426470588232e-05,0.004083469899590883
1789,GFDL-ESM4,SSP126,2051,2100,0.8079829447541442,0.8418505542338889,1,299,False,0.0012656568865945508,0.0004783974489795915,0.0006055715986394557,6.590051020408162e-05,0.0006565649659863943,-0.0004027370748299318,0.0011498695578231288,0.002669354335574142
1790,CAMS-CSM1-0,SSP245,2016,2050,0.4739189933911518,0.6338076970910317,1,299,False,0.0009793671637927024,-3.5627696078431355e-05,3.5661764705882117e-06,-1.5849999999999982e-05,0.0013107039215686275,0.00046125637254901974,-4.791151960784313e-05,0.0027034159383025067
1791,INM-CM4-8,SSP245,2051,2100,1.2632771756069587,1.4276645542338888,1,299,False,0.0011418126477533237,0.0005513401360544216,0.0002367081632653061,0.00025809404761904754,0.001303540986394557,0.000979535884353741,0.0010461423469387754,0.004471031865440397
1792,IPSL-CM6A-LR,SSP585,2016,2050,0.9693976023840492,0.7561276970910319,1,299,False,0.002738037764626585,-4.06031862745098e-05,-7.635539215686283e-06,4.323431372549021e-05,0.0016331352941176473,0.000620744117647059,-5.004411764705877e-06,0.004986912764626586
1793,MIROC6,SSP585,2051,2100,2.418833687715941,2.5114625542338893,1,299,False,0.004089190714798825,0.00010382499999999988,4.220527210884355e-05,0.0001887865646258502,0.002316018537414965,0.0014454207482993196,0.0003348168367346936,0.008185446837247803
1794,EC-Earth3-Veg,SSP126,2016,2050,0.6677028643705967,0.5344191256624604,1,300,False,0.0017572328759033742,3.3120588235294114e-05,6.63210784313727e-06,-5.617156862745103e-06,0.0009558323529411764,0.0004733620098039216,3.4135539215686286e-05,0.0032205627778641582
1795,MPI-ESM1-2-HR,SSP126,2051,2100,0.6843871888242461,0.748984554233889,1,300,False,0.0008804430539253479,0.0003261539115646259,0.00020987755102040812,2.02937074829932e-05,0.0010720403061224482,0.0012464971088435367,0.0005563251700680272,0.00375530563895936
1796,CMCC-ESM2,SSP245,2016,2050,0.6246699132338449,0.6050705542338889,1,300,False,0.0016901349967621017,5.586764705882351e-06,-2.2178676470588235e-05,-1.6778921568627458e-05,0.0012357254901960786,0.00044802450980392156,-3.337083333333334e-05,0.003340514163428769
1797,INM-CM4-8,SSP245,2051,2100,1.2632771756069587,1.2992105542338888,1,300,False,0.0012921025899586428,-0.0004569619047619047,-0.0004345828231292516,5.842602040816324e-05,0.0009748977891156453,0.0012552925170068018,-0.0008331187074829931,0.0026891741885980967
1798,MPI-ESM1-2-HR,SSP585,2016,2050,0.7005728964523428,0.7323476970910318,1,300,False,0.0017218134763469027,-1.73924019607843e-05,-7.741176470588245e-06,-2.477426470588236e-05,0.0015199389705882356,0.0006409063725490196,-4.990784313725491e-05,0.0038327509763469037
1799,MPI-ESM1-2-HR,SSP585,2051,2100,2.3403294780634383,2.3134005542338887,1,300,False,0.003613607909719397,6.389455782312924e-05,-0.0003905928571428569,-0.00011015680272108843,0.0021173551020408146,0.00166652738095238,-0.0004368551020408161,0.006960635290671775
1800,BCC-CSM2-MR,SSP126,2016,2050,0.6934293709054486,0.6321162685196032,1,301,False,0.0012398356212426898,0.00012735906862745098,0.00021835980392156867,-2.0410049019607847e-05,0.0011405767156862747,0.003292879656862746,0.00032530882352941183,0.005998600817321122
1801,MPI-ESM1-2-LR,SSP126,2051,2100,0.6526174510554862,0.9145305542338888,1,301,False,0.0005127659421675531,0.0008874217687074828,0.0006380804421768706,1.5190306122449e-05,0.0011496183673469374,0.0071287093537414905,0.0015406925170068024,0.010331786180262783
1802,GFDL-CM4,SSP245,2016,2050,0.8249766143850366,0.7197076970910318,1,301,False,0.0020287150071725824,0.00022020661764705885,1.4547303921568633e-05,-5.543553921568627e-05,0.0014061568627450982,0.003303219117647059,0.00017931838235294123,0.00691740936991768
1803,MRI-ESM2-0,SSP245,2051,2100,1.7955010330638288,1.6469465542338892,1,301,False,0.00330825127192284,0.0008118755102040809,0.0008230581632653059,9.031224489795916e-05,0.0014756061224489778,0.007974218877551014,0.001725245918367346,0.014483322190290178
1804,EC-Earth3-Veg,SSP585,2016,2050,0.921360538505894,0.8919362685196033,1,301,False,0.0020783257636472013,0.00022953651960784315,4.819534313725492e-05,-2.780539215686275e-05,0.0018951137254901965,0.003526237500000001,0.0002499264705882353,0.007749603459725634
1805,CMCC-ESM2,SSP585,2051,2100,3.260285309457288,3.028242554233889,1,301,False,0.0042255705535322,0.0017003503401360539,0.00039335459183673457,-3.362278911564624e-05,0.002452032823129251,0.007980068367346936,0.0020600821428571423,0.01671775388686553
1806,IPSL-CM5A2-INCA,SSP126,2016,2050,0.8259282793317198,0.5149648399481747,1,302,False,0.0023653247506896617,4.463725490196092e-06,0.0002797590686274511,4.630490196078431e-05,0.000920472549019608,0.00038483995098039214,0.0003305276960784315,0.004001164946768093
1807,FGOALS-f3-L,SSP126,2051,2100,0.9150046309954404,0.680532554233889,1,302,False,0.001209539082422704,0.0006166292517006803,0.0015598525510204075,0.00036488078231292515,0.0005419957482993193,-0.00030062482993197285,0.0025413625850340127,0.003992272585824064
1808,EC-Earth3-CC,SSP245,2016,2050,0.5685827877334759,0.565436268519603,1,302,False,0.001754145181583522,-4.861764705882348e-06,0.0002738970588235294,3.9483333333333335e-05,0.0010957073529411767,0.00041564656862745104,0.0003085186274509804,0.00357401773060313
1809,MPI-ESM1-2-HR,SSP245,2051,2100,1.3770024027060686,1.176044554233889,1,302,False,0.0022291819110296894,0.00017866768707482968,0.0010742193877551019,0.00016725136054421762,0.001079432823129251,9.667091836734641e-05,0.001420138435374149,0.004825424087900436
1810,MIROC6,SSP585,2016,2050,0.6738777105920235,0.6809648399481746,1,302,False,0.0022683868194586687,0.00011254117647058828,0.00013994975490196085,2.4888235294117645e-05,0.001303323529411765,0.00047679411764705887,0.0002773791666666668,0.004325883633184159
1811,MIROC6,SSP585,2051,2100,2.418833687715941,2.133862554233889,1,302,False,0.004739690301296606,0.00014430782312925154,0.001694566666666666,0.00022384285714285702,0.002106350170068026,0.0009216096938775506,0.0020627173469387745,0.009830367512180957
1812,INM-CM4-8,SSP126,2016,2050,0.4655339702136985,0.536973411376746,1,303,False,0.0011869207620599028,2.2557598039215698e-05,-4.873161764705882e-05,4.228848039215687e-05,0.0010476497549019614,0.00045992132352941194,1.611446078431375e-05,0.0027106063012755895
1813,GFDL-ESM4,SSP126,2051,2100,0.8079829447541442,0.7038045542338888,1,303,False,0.0014579925799097855,3.363095238095227e-05,0.0001880023809523809,0.0001461348639455781,0.0011470680272108833,0.00041893316326530554,0.0003677681972789113,0.003391761967664886
1814,MIROC6,SSP245,2016,2050,0.5802405062116615,0.6024248399481746,1,303,False,0.0018349335514319149,-2.8892156862744626e-06,-9.237450980392159e-05,2.903921568627453e-05,0.0011941933823529413,0.0004395615196078432,-6.622450980392153e-05,0.003402463943588778
1815,EC-Earth3-CC,SSP245,2051,2100,1.6428629007605196,1.2820585542338891,1,303,False,0.002761312351345724,-6.597142857142865e-05,0.0003390316326530612,0.00015090136054421758,0.0012182928571428564,0.0010039785714285702,0.00042396156462585013,0.005407545344543001
1816,MPI-ESM1-2-LR,SSP585,2016,2050,0.6053191235833424,0.7348705542338889,1,303,False,0.001619501278015197,2.4368627450980395e-05,-2.9137745098039226e-05,3.705759803921569e-05,0.0013739931372549019,0.0005524750000000001,3.228848039215686e-05,0.0035782578956622562
1817,GFDL-ESM4,SSP585,2051,2100,2.4029243347146116,2.394784554233889,1,303,False,0.0035467782728080166,0.0003759418367346937,-0.00048775833333333313,0.0002567270408163264,0.002292184863945577,0.0015015993197278904,0.00014491054421768697,0.007485473000699172
1818,FGOALS-f3-L,SSP126,2016,2050,0.6693756528384256,0.5310962685196031,1,304,False,0.001770746006145874,6.227696078431375e-05,7.721936274509806e-05,4.482720588235295e-05,0.000820502205882353,0.0003340325980392157,0.00018432352941176477,0.003109604339479208
1819,INM-CM5-0,SSP126,2051,2100,0.726943907834027,0.7374965542338887,1,304,False,0.000733722573666813,-3.329931972789148e-06,0.0004478596938775506,0.0002859892857142857,0.001133897278911564,0.0008305690476190472,0.0007305190476190472,0.003428707947816471
1820,INM-CM5-0,SSP245,2016,2050,0.6037526103974642,0.564450554233889,1,304,False,0.0015557719640932265,8.69132352941177e-05,0.00014733431372549016,1.5137500000000005e-05,0.001145108823529412,0.000361827205882353,0.00024938504901960784,0.003312093042524599
1821,NorESM2-LM,SSP245,2051,2100,1.3226935749589568,1.1810945542338889,1,304,False,0.0030263588543945432,0.0010382620748299314,0.0001178107142857142,0.0002308554421768707,0.0012393695578231285,0.0005484170068027209,0.0013869282312925163,0.006201073650312909
1822,INM-CM5-0,SSP585,2016,2050,0.7800737695783369,0.6743934113767461,1,304,False,0.002156409393860625,8.112181372549021e-05,6.782622549019608e-05,3.225686274509805e-05,0.001387257598039216,0.0004004811274509805,0.00018120490196078435,0.004125353021311606
1823,FGOALS-g3,SSP585,2051,2100,2.192942474264328,2.0575805542338887,1,304,False,0.003314708656948011,0.0006265743197278909,0.00026884880952380923,0.00026186751700680265,0.00207104081632653,0.0014811239795918362,0.001157290646258503,0.00802416409912488
1824,MIROC6,SSP126,2016,2050,0.5533322063387421,0.6780219828053174,1,305,False,0.0014644004147739333,1.4744607843137262e-05,0.00010052549019607845,-5.397549019607846e-06,0.0012234328431372547,0.0004160352941176471,0.00010987254901960787,0.0032137411010484426
1825,FGOALS-f3-L,SSP126,2051,2100,0.9150046309954404,1.1106305542338892,1,305,False,0.0005459227895556833,-0.00025778928571428564,0.00041926513605442157,-0.00017699234693877548,0.0011765954081632644,0.0004946921768707479,-1.5516496598639548e-05,0.002201693877991056
1826,IPSL-CM6A-LR,SSP245,2016,2050,0.8807757423037211,0.6329476970910317,1,305,False,0.002547307638413626,-0.00011636299019607846,4.669485294117646e-05,-1.1413480392156873e-05,0.0012750992647058822,0.000415027205882353,-8.108161764705887e-05,0.004156352491354803
1827,MRI-ESM2-0,SSP245,2051,2100,1.7955010330638288,1.4605685542338889,1,305,False,0.0036557904348694,-0.0004250309523809524,9.98450680272109e-05,8.163265306122649e-07,0.0012782488095238074,0.0010362510204081623,-0.0003243695578231292,0.00564592070697824
1828,CMCC-ESM2,SSP585,2016,2050,0.7015816060980455,0.763833411376746,1,305,False,0.001859736362129945,0.00012111936274509807,5.130367647058824e-05,-1.0475980392156872e-05,0.0016052759803921568,0.0004725835784313727,0.00016194705882352945,0.004099542979777004
1829,NorESM2-MM,SSP585,2051,2100,2.519874870292085,2.386822554233889,1,305,False,0.004620672632417409,1.0862925170067752e-05,0.00014121326530612248,-1.9730612244897947e-05,0.0021428610544217664,0.0012996508503401365,0.00013234557823129227,0.008195530115410604
1830,GFDL-ESM4,SSP126,2016,2050,0.6077209889131154,0.5102848399481746,1,306,False,0.0017933961520077923,-7.259558823529422e-06,3.291200980392154e-05,3.412598039215688e-05,0.0008807125000000002,0.0005963590686274511,5.9778431372549e-05,0.003330246152007793
1831,INM-CM5-0,SSP126,2051,2100,0.726943907834027,0.6508045542338889,1,306,False,0.0008449164573102673,-0.00023063197278911548,-2.761904761904826e-06,0.00021406989795918357,0.0012196906462585027,0.00011319676870748274,-1.932397959183673e-05,0.002158479892684416
1832,FGOALS-g3,SSP245,2016,2050,0.6052066395519661,0.5357448399481746,1,306,False,0.0016232986135233222,-7.453921568627452e-05,2.8718137254901924e-05,2.885294117647059e-05,0.0009093098039215687,0.0006423392156862745,-1.6968137254902008e-05,0.0031579794958762637
1833,INM-CM5-0,SSP245,2051,2100,1.2496407245117211,1.0584005542338888,1,306,False,0.0018810875180841806,-0.0003064579931972788,6.1781462585034e-05,4.6676020408163235e-05,0.0011988571428571426,0.0011734532312925165,-0.0001980005102040816,0.004055397382029757
1834,GFDL-ESM4,SSP585,2016,2050,0.7156126918208656,0.6525419828053175,1,306,False,0.0020733913612379657,7.418921568627452e-05,-4.197990196078433e-05,1.4136274509803924e-05,0.001327959068627451,0.0006064727941176471,4.634558823529411e-05,0.004054168812218359
1835,INM-CM5-0,SSP585,2051,2100,2.2778668693829904,1.9042065542338888,1,306,False,0.0032585399927661063,-0.00011662670068027216,0.0002367833333333334,0.00020369404761904752,0.001848863435374149,0.0016124341836734686,0.00032385068027210876,0.007043688292085832
1836,CIESM,SSP126,2016,2050,0.7051762833223165,0.557450554233889,1,307,False,0.002372450235171816,6.395784313725492e-05,5.121299019607843e-05,5.6693872549019603e-05,0.0010084833333333333,0.00036600955882352943,0.00017186470588235296,0.003918807833211031
1837,NorESM2-LM,SSP126,2051,2100,0.6985250927569949,0.8163405542338888,1,307,False,0.0018560243763594887,0.0006693559523809524,8.731445578231296e-05,0.00024972653061224465,0.0010688576530612241,0.00034543622448979553,0.00100639693877551,0.0042767151926860186
1838,EC-Earth3-CC,SSP245,2016,2050,0.5685827877334759,0.579033411376746,1,307,False,0.00172484543985171,0.00019991544117647068,7.995588235294127e-06,2.708357843137255e-05,0.0010804267156862748,0.000307886274509804,0.00023499460784313738,0.0033481530378909256
1839,MPI-ESM1-2-LR,SSP245,2051,2100,1.3124393801347765,1.2264465542338892,1,307,False,0.00210728346101612,-3.847142857142878e-05,-0.00027421802721088416,0.00018421037414965977,0.0014900545918367333,0.00041232517006802667,-0.00012847908163265317,0.0038811841412882265
1840,CAMS-CSM1-0,SSP585,2016,2050,0.5451906525502181,0.6951591256624604,1,307,False,0.0011712172605426513,0.00011174411764705884,-5.7997549019607826e-05,2.0210784313725492e-05,0.001238153431372549,0.0005729791666666668,7.39573529411765e-05,0.003056307211523044
1841,INM-CM5-0,SSP585,2051,2100,2.2778668693829904,2.0689525542338894,1,307,False,0.0030472315957430288,0.0004607510204081632,-0.0002809707482993196,0.0003173248299319726,0.0022319018707482982,0.0010634051020408154,0.0004971051020408162,0.0068396436705729586
1842,MIROC6,SSP126,2016,2050,0.5533322063387421,0.5685505542338889,1,308,False,0.0018048357243674261,5.798553921568632e-05,0.00010408970588235295,-2.515441176470589e-06,0.0010919406862745099,0.0006265517156862745,0.00015955980392156867,0.0036828879302497793
1843,FIO-ESM-2-0,SSP126,2051,2100,1.0482047733976667,0.7645105542338888,1,308,False,0.0013580930671597854,0.0007132892857142852,0.0001337923469387755,-4.059251700680271e-05,0.0009466511904761893,0.0002894977891156458,0.0008064891156462581,0.0034007311623978787
1844,MIROC6,SSP245,2016,2050,0.5802405062116615,0.6035762685196031,1,308,False,0.001831352827700578,7.279681372549024e-05,0.00013000612745098038,-2.0627696078431376e-05,0.0012420639705882355,0.0005490463235294118,0.00018217524509803922,0.0038046383669162647
1845,INM-CM4-8,SSP245,2051,2100,1.2632771756069587,1.2739125542338892,1,308,False,0.0013217010061847632,0.000709881632653061,0.0004397059523809521,2.1136564625850322e-05,0.0012832142857142847,0.0015662877551020395,0.0011707241496598634,0.00534192719666095
1846,EC-Earth3-CC,SSP585,2016,2050,0.5915107137864197,0.7458419828053175,1,308,False,0.00171588674343629,0.00019000661764705885,4.499509803921569e-06,-2.7683578431372552e-05,0.0015669720588235294,0.0006276602941176472,0.00016682254901960786,0.004077341645397074
1847,INM-CM4-8,SSP585,2051,2100,2.347314981675765,2.338318554233889,1,308,False,0.002640940744841992,0.0006928365646258501,0.00034731768707482974,-3.434064625850339e-05,0.002045473299319726,0.0022685836734693873,0.0010058136054421766,0.007960811323073282
1848,CanESM5,SSP126,2016,2050,1.0494882536819374,0.5520534113767461,1,309,False,0.0027785757097396413,1.542843137254902e-05,9.329289215686275e-05,-3.911519607843148e-06,0.001093863235294118,0.00035163504901960786,0.00010480980392156863,0.0043288837979749365
1849,INM-CM4-8,SSP126,2051,2100,0.671358882154891,0.7141565542338888,1,309,False,0.0006255562002065398,0.00010742431972789116,-0.00022702687074829936,8.702108843537416e-05,0.0005281044217687065,-0.0003863510204081634,-3.2581462585034045e-05,0.0007347281389820488
1850,MIROC6,SSP245,2016,2050,0.5802405062116615,0.6203619828053175,1,309,False,0.0017791524507238905,-5.182598039215688e-05,0.00010578872549019609,-3.8014705882352635e-07,0.0011786776960784318,0.00031527426470588253,5.358259803921568e-05,0.0033266870095474206
1851,NorESM2-LM,SSP245,2051,2100,1.3226935749589568,1.3071065542338889,1,309,False,0.002828863910932707,-0.00042421496598639457,0.0001622423469387755,-9.179574829931971e-05,0.0013483576530612235,0.0006664751700680266,-0.00035376836734693875,0.004489928366715018
1852,MPI-ESM1-2-LR,SSP585,2016,2050,0.6053191235833424,0.7620848399481748,1,309,False,0.0015786025048585167,2.300710784313728e-05,1.9894362745098e-05,-1.3744852941176475e-05,0.001416074509803922,0.00035072965686274517,2.9156617647058803e-05,0.003374563289172243
1853,INM-CM4-8,SSP585,2051,2100,2.347314981675765,2.4474465542338892,1,309,False,0.0025132620364095412,0.00028992329931972784,0.00021708537414966004,-2.134540816326528e-05,0.0020089304421768693,0.0016076794217687069,0.0004856632653061226,0.00661553516566124
1854,INM-CM4-8,SSP126,2016,2050,0.4655339702136985,0.6748991256624604,1,310,False,0.0009508724748453201,0.00019358014705882361,7.24227941176471e-05,2.8135784313725488e-05,0.0011216210784313727,0.0004999801470588236,0.00029413872549019623,0.0028666124258257125
1855,NorESM2-MM,SSP126,2051,2100,0.8863051469568292,0.9196425542338889,1,310,False,0.0017978463303233662,0.0012887460884353735,-0.0002691056122448982,0.0002669052721088435,0.0007007095238095235,0.0003221130952380948,0.0012865457482993188,0.004107214697670303
