,ice_source,region,sample,scenario,risk_averse,startyr,endyr,Tavg,dSdt
251,AIS,PEN,126,SSP119,False,2051,2100,0.4995530964849999,0.00010516870748299311
252,AIS,PEN,127,SSP119,False,2016,2050,0.46167395362785707,5.766421568627451e-06
253,AIS,PEN,127,SSP119,False,2051,2100,0.38785709648499994,2.8624659863945595e-05
254,AIS,PEN,128,SSP119,False,2016,2050,0.474931096485,-1.5003676470588233e-05
255,AIS,PEN,128,SSP119,False,2051,2100,0.42988309648499995,1.87289115646259e-05
256,AIS,PEN,129,SSP119,False,2016,2050,0.6961482393421428,-2.5067892156862752e-05
257,AIS,PEN,129,SSP119,False,2051,2100,0.612121096485,-2.738078231292514e-05
258,AIS,PEN,130,SSP119,False,2016,2050,0.4718710964849999,6.748529411764712e-06
259,AIS,PEN,130,SSP119,False,2051,2100,0.40149109648499987,0.0002989778911564624
260,AIS,PEN,131,SSP119,False,2016,2050,0.5020510964849999,-4.529166666666668e-06
261,AIS,PEN,131,SSP119,False,2051,2100,0.46887909648499987,-4.0372789115646266e-05
262,AIS,PEN,132,SSP119,False,2016,2050,0.5892482393421428,2.169411764705882e-05
263,AIS,PEN,132,SSP119,False,2051,2100,0.6008750964849999,0.00021193486394557816
264,AIS,PEN,133,SSP119,False,2016,2050,0.5579682393421428,2.5400490196078435e-05
265,AIS,PEN,133,SSP119,False,2051,2100,0.44112309648499987,0.0001857011904761904
266,AIS,PEN,134,SSP119,False,2016,2050,0.4894539536278571,4.429289215686275e-05
267,AIS,PEN,134,SSP119,False,2051,2100,0.4795850964849999,6.588367346938771e-05
268,AIS,PEN,135,SSP119,False,2016,2050,0.3935396679135713,1.940147058823529e-05
269,AIS,PEN,135,SSP119,False,2051,2100,0.29393109648499993,0.00020680527210884342
270,AIS,PEN,136,SSP119,False,2016,2050,0.4661939536278571,3.435392156862744e-05
271,AIS,PEN,136,SSP119,False,2051,2100,0.2957410964849999,5.187448979591835e-05
272,AIS,PEN,137,SSP119,False,2016,2050,0.44298823934214276,2.9310784313725496e-05
273,AIS,PEN,137,SSP119,False,2051,2100,0.22847909648499987,0.00014377363945578228
274,AIS,PEN,138,SSP119,False,2016,2050,0.633353953627857,-3.9318627450980486e-06
275,AIS,PEN,138,SSP119,False,2051,2100,0.6985830964849999,-1.8069217687074837e-05
276,AIS,PEN,139,SSP119,False,2016,2050,0.6042910964849999,5.343921568627451e-05
277,AIS,PEN,139,SSP119,False,2051,2100,0.690329096485,0.0002893372448979591
278,AIS,PEN,140,SSP119,False,2016,2050,0.457333953627857,-2.523333333333332e-05
279,AIS,PEN,140,SSP119,False,2051,2100,0.40582309648499987,-3.83692176870748e-05
280,AIS,PEN,141,SSP119,False,2016,2050,0.5018310964849998,1.6893382352941178e-05
281,AIS,PEN,141,SSP119,False,2051,2100,0.5751810964849998,0.00013920306122448974
282,AIS,PEN,142,SSP119,False,2016,2050,0.461873953627857,-1.9086274509803926e-05
283,AIS,PEN,142,SSP119,False,2051,2100,0.3838190964849999,1.6197108843537384e-05
284,AIS,PEN,143,SSP119,False,2016,2050,0.5663396679135714,-2.5439950980392153e-05
285,AIS,PEN,143,SSP119,False,2051,2100,0.5511610964849999,2.4464625850340155e-05
286,AIS,PEN,144,SSP119,False,2016,2050,0.4750196679135713,-1.5066666666666671e-05
287,AIS,PEN,144,SSP119,False,2051,2100,0.4107510964849999,8.607278911564628e-05
288,AIS,PEN,145,SSP119,False,2016,2050,0.48529395362785704,4.8965686274509845e-06
289,AIS,PEN,145,SSP119,False,2051,2100,0.5297190964849999,0.00010511377551020401
290,AIS,PEN,146,SSP119,False,2016,2050,0.6497710964849999,2.8580637254901972e-05
291,AIS,PEN,146,SSP119,False,2051,2100,0.761049096485,0.00017254200680272104
292,AIS,PEN,147,SSP119,False,2016,2050,0.5423110964850001,-1.5451470588235295e-05
293,AIS,PEN,147,SSP119,False,2051,2100,0.5219430964849999,4.171955782312922e-05
294,AIS,PEN,148,SSP119,False,2016,2050,0.6080996679135713,-2.7448529411764717e-05
295,AIS,PEN,148,SSP119,False,2051,2100,0.618667096485,-7.758112244897956e-05
296,AIS,PEN,149,SSP119,False,2016,2050,0.5357996679135714,-4.891421568627454e-06
297,AIS,PEN,149,SSP119,False,2051,2100,0.5667510964849999,8.776105442176868e-05
298,AIS,PEN,150,SSP119,False,2016,2050,0.4995825250564285,3.338995098039215e-05
299,AIS,PEN,150,SSP119,False,2051,2100,0.42478509648499985,0.0002899551020408162
300,AIS,PEN,151,SSP119,False,2016,2050,0.46770823934214284,-1.4372058823529414e-05
301,AIS,PEN,151,SSP119,False,2051,2100,0.358029096485,-2.2745578231292505e-05
302,AIS,PEN,152,SSP119,False,2016,2050,0.43918538219928566,4.456299019607842e-05
303,AIS,PEN,152,SSP119,False,2051,2100,0.41082909648499993,0.0002648312925170067
304,AIS,PEN,153,SSP119,False,2016,2050,0.5265825250564284,4.446274509803922e-05
305,AIS,PEN,153,SSP119,False,2051,2100,0.5156830964849999,0.00020167534013605431
