,ice_source,region,sample,scenario,riskaverse,startyr,endyr,Tavg,dSdt
110,AIS,WAIS,56,SSP119,,2016,2050,0.5874310964849998,4.736519607843133e-06
111,AIS,WAIS,56,SSP119,,2051,2100,0.5829530964849999,0.0009033965986394555
112,AIS,WAIS,57,SSP119,,2016,2050,0.7368682393421429,9.976764705882352e-05
113,AIS,WAIS,57,SSP119,,2051,2100,0.8036670964849999,0.000906814115646258
114,AIS,WAIS,58,SSP119,,2016,2050,0.4849996679135714,0.00022550931372549026
115,AIS,WAIS,58,SSP119,,2051,2100,0.48080509648499986,0.0009774438775510196
116,AIS,WAIS,59,SSP119,,2016,2050,0.570053953627857,0.0008495318627450982
117,AIS,WAIS,59,SSP119,,2051,2100,0.6084710964849998,0.0034966981292516995
118,AIS,WAIS,60,SSP119,,2016,2050,0.4488082393421428,-4.9026225490196056e-05
119,AIS,WAIS,60,SSP119,,2051,2100,0.3603110964849999,0.0001718705782312925
120,AIS,WAIS,61,SSP119,,2016,2050,0.5045796679135713,0.00019994289215686278
121,AIS,WAIS,61,SSP119,,2051,2100,0.5904510964849998,0.0002217901360544216
122,AIS,WAIS,62,SSP119,,2016,2050,0.4523253821992856,0.0001640213235294118
123,AIS,WAIS,62,SSP119,,2051,2100,0.2861350964849999,0.0009276591836734692
124,AIS,WAIS,63,SSP119,,2016,2050,0.5394282393421428,-1.5933088235294157e-05
125,AIS,WAIS,63,SSP119,,2051,2100,0.5595170964849998,0.000526342006802721
126,AIS,WAIS,64,SSP119,,2016,2050,0.5592739536278569,0.00012144901960784319
127,AIS,WAIS,64,SSP119,,2051,2100,0.5441550964849999,-0.00043143962585034024
128,AIS,WAIS,65,SSP119,,2016,2050,0.5670253821992856,1.8517156862745092e-05
129,AIS,WAIS,65,SSP119,,2051,2100,0.4218970964849999,0.0005259477891156461
130,AIS,WAIS,66,SSP119,,2016,2050,0.5086053821992855,0.00019401617647058823
131,AIS,WAIS,66,SSP119,,2051,2100,0.5341710964849998,-0.0002092899659863948
132,AIS,WAIS,67,SSP119,,2016,2050,0.4551568107707142,1.4160784313725538e-05
133,AIS,WAIS,67,SSP119,,2051,2100,0.4020010964849999,0.00022646207482993178
134,AIS,WAIS,68,SSP119,,2016,2050,0.4717368107707142,0.0002546546568627452
135,AIS,WAIS,68,SSP119,,2051,2100,0.3165470964849999,0.0001769447278911563
136,AIS,WAIS,69,SSP119,,2016,2050,0.47673109648499984,7.925343137254903e-05
137,AIS,WAIS,69,SSP119,,2051,2100,0.4638010964849999,0.00032516955782312904
138,AIS,WAIS,70,SSP119,,2016,2050,0.5676996679135713,8.80029411764706e-05
139,AIS,WAIS,70,SSP119,,2051,2100,0.608289096485,-0.00025458588435374143
140,AIS,WAIS,71,SSP119,,2016,2050,0.5042025250564284,7.846642156862746e-05
141,AIS,WAIS,71,SSP119,,2051,2100,0.43535509648499987,-2.7960714285714428e-05
142,AIS,WAIS,72,SSP119,,2016,2050,0.6633053821992856,0.0005435210784313726
143,AIS,WAIS,72,SSP119,,2051,2100,0.707929096485,0.002475184013605442
144,AIS,WAIS,73,SSP119,,2016,2050,0.551353953627857,0.00010561911764705882
145,AIS,WAIS,73,SSP119,,2051,2100,0.43993509648499995,0.000615420238095238
146,AIS,WAIS,74,SSP119,,2016,2050,0.5837968107707142,9.984142156862747e-05
147,AIS,WAIS,74,SSP119,,2051,2100,0.530311096485,0.0008023749999999996
