,model,run,scenario,startyr,endyr,Tavg,dSdt
209,E3SM-1-1,r1i1p1f1_gr,historical,1900,1950,-0.5214428527045811,5.167643539607525e-05
210,E3SM-1-1,r1i1p1f1_gr,historical,1950,2000,-0.5469366942774627,-3.7434895057231186e-05
211,E3SM-1-1,r1i1p1f1_gr,historical,1992,2014,-0.06214463298482542,0.0010921594432809136
212,E3SM-1-1-ECA,r1i1p1f1_gr,historical,1850,1900,-0.6075594368397788,8.981421589851379e-05
213,E3SM-1-1-ECA,r1i1p1f1_gr,historical,1900,1950,-0.6494602519229602,0.000440673790872097
214,E3SM-1-1-ECA,r1i1p1f1_gr,historical,1950,2000,-0.5786557798633112,0.0004052734375
215,E3SM-1-1-ECA,r1i1p1f1_gr,historical,1992,2014,-0.07436249954537288,0.0013547954572872682
216,EC-Earth3-CC,r1i1p1f1_gn,historical,1850,1900,-1.4027734797650169,0.00035859085619449615
217,EC-Earth3-CC,r1i1p1f1_gn,historical,1900,1950,-1.2897697741811953,0.000474039688706398
218,EC-Earth3-CC,r1i1p1f1_gn,historical,1950,2000,-0.6551007325431897,0.00057861328125
219,EC-Earth3-CC,r1i1p1f1_gn,historical,1992,2014,-0.08047753976194372,0.0016294536604122682
220,EC-Earth3-Veg,r1i1p1f1_gn,historical,1850,1900,-1.3220684628331583,0.00018687859177589415
221,EC-Earth3-Veg,r1i1p1f1_gn,historical,1900,1950,-0.9575471467827583,0.000404459610581398
222,EC-Earth3-Veg,r1i1p1f1_gn,historical,1950,2000,-0.6350626173507976,0.000677083358168602
223,EC-Earth3-Veg,r1i1p1f1_gn,historical,1992,2014,-0.07167544548985916,0.0013779149475422773
224,FGOALS-f3-L,r1i1p1f1_gn,historical,1850,1900,-1.0877670296077895,-0.00182861328125
225,FGOALS-f3-L,r1i1p1f1_gn,historical,1900,1950,-0.9310056269383722,-0.001368815004825592
226,FGOALS-f3-L,r1i1p1f1_gn,historical,1950,2000,-0.585213338393828,-0.001022542342543602
227,FGOALS-f3-L,r1i1p1f1_gn,historical,1992,2014,-0.04601555278094338,-0.0002108487215909091
228,FGOALS-g3,r1i1p1f1_gn,historical,1950,2000,-0.5582987695383963,0.000673828125
229,FGOALS-g3,r1i1p1f1_gn,historical,1992,2014,-0.07632820193578027,0.0015425248579545455
